col_0,col_1,Country Name,col_3,HDI Score,Life expectancy,Expected yrs of schooling,Mean yrs of schooling,GNI per capita,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49,col_50,col_51,col_52,col_53,col_54,col_55,col_56,col_57,col_58,col_59,col_60,col_61,col_62,col_63,col_64,col_65,col_66,col_67,col_68,col_69,col_70,col_71,col_72,col_73,col_74,col_75,col_76,col_77,col_78,col_79,col_80,col_81
0.209,0.216,Lithuania,-0.965,0.848,73.5,16.5,12.7,26006.0,0.471,0.267,0.198,-0.702,0.537,0.619,0.115,0.725,-0.357,-0.36,-1.449,-0.034,-0.609,-1.237,-0.341,0.687,0.521,1.25,0.002,-0.596,1.074,2.388,1.325,-1.03,-0.313,-0.129,-1.746,-0.737,0.32,0.91,-0.315,-1.254,1.846,-0.27,-0.737,0.776,0.089,0.703,1.502,-0.433,0.944,-1.497,0.331,-0.203,-0.476,0.637,-0.312,0.193,-0.504,-0.078,-0.224,1.289,0.433,-2.154,-0.409,-0.273,1.111,-0.34,2.177,-0.136,0.823,0.486,0.869,-0.064,-1.455,0.567,0.759,0.908,-0.881,-0.434,0.948,1.775,1.21
-1.96,0.046,Saudi Arabia,0.686,0.846,74.4,16.1,9.6,51320.0,1.882,0.89,2.075,-0.663,1.186,2.057,-0.16,0.516,-0.18,-1.326,-0.3,0.455,-0.529,0.109,0.428,1.467,0.322,-1.333,1.07,0.901,0.496,1.184,0.827,0.046,0.858,-0.652,0.332,-0.834,1.221,-0.184,0.129,-0.215,1.933,-0.027,1.057,-0.484,-0.443,-0.078,1.411,2.186,-0.598,0.727,0.085,0.98,-0.491,-0.475,1.252,1.676,0.526,0.55,0.331,0.656,-0.32,0.224,-1.224,1.344,0.275,1.953,-0.399,0.786,-1.98,2.107,-0.124,-1.213,0.111,1.069,-0.224,1.09,0.764,0.56,-1.383,0.032,-0.29
-1.328,-0.652,Chile,1.058,0.847,82.0,16.3,9.9,21665.0,1.345,0.082,-0.689,-1.403,0.719,0.021,0.671,-0.641,1.373,-0.413,-0.05,-0.516,-1.057,1.329,0.077,-1.112,0.168,-0.349,1.272,1.699,2.075,0.723,0.158,-1.074,0.554,-2.194,-1.047,-2.266,0.134,-1.209,-2.381,0.386,0.257,1.953,0.967,1.237,0.008,-0.276,0.785,-0.247,-0.869,0.694,0.686,0.305,-0.283,-0.533,1.136,-1.565,0.244,1.509,-0.565,-0.48,1.601,0.35,-2.478,1.385,0.914,-1.226,0.907,1.173,-0.413,0.888,0.867,0.649,-1.426,-1.082,-0.08,-0.669,1.973,-0.559,-2.093,-1.836,-0.88
0.197,2.144,Slovakia,-1.759,0.845,76.4,15.0,12.2,26764.0,1.593,1.065,1.736,1.75,0.996,-0.728,0.213,0.432,-2.212,0.26,2.621,-0.196,1.223,0.313,-0.594,-0.036,-0.995,-0.773,-0.111,-0.402,1.18,0.112,-1.272,0.081,-0.257,1.599,1.711,-0.351,-0.095,0.057,-1.83,0.703,-0.012,0.687,0.719,-0.254,0.945,-0.362,-0.327,0.735,0.613,1.584,0.313,1.148,-1.121,0.64,0.103,-0.601,-1.193,1.118,0.143,1.629,1.556,0.133,-1.039,0.252,0.186,0.135,-0.376,-0.524,0.95,-0.089,0.159,0.042,0.358,-1.502,0.28,0.804,1.382,0.669,1.508,-0.179,0.828
0.738,0.634,Portugal,-1.183,0.843,81.2,16.6,8.9,26104.0,-0.511,-0.517,0.198,-1.244,-0.757,-0.183,-0.752,0.8,1.533,-0.964,-1.112,-0.206,-0.259,-0.607,-0.166,-0.531,-0.182,0.379,-0.388,0.681,1.144,1.007,0.211,-0.481,1.082,0.703,0.524,-0.228,-0.333,0.113,0.616,0.241,1.031,1.536,1.82,-0.458,-0.553,-0.063,1.985,0.006,-0.033,-0.79,0.066,0.342,-1.705,0.715,-0.451,0.823,-0.393,-1.419,0.575,-1.848,0.933,-2.973,1.113,-1.341,1.296,-0.018,0.261,1.96,0.274,0.003,0.091,0.165,-2.129,0.157,0.265,1.968,-1.344,-0.719,0.511,0.959,0.802
0.171,-2.025,United Arab Emirates,-2.039,0.839,77.1,13.3,9.5,66203.0,-0.99,1.409,-0.651,-0.693,-1.422,1.375,-0.319,0.754,-1.424,-0.957,1.464,-0.747,0.353,0.456,0.079,-1.568,-2.177,1.23,-0.056,-1.154,-1.388,0.518,1.063,2.539,-0.129,0.533,-0.4,0.715,-0.31,0.186,1.037,-0.666,1.095,0.598,-0.083,0.475,-1.873,-0.448,-1.553,-1.848,0.83,0.693,-0.268,-1.298,1.053,-0.393,-0.973,0.335,-0.371,0.224,0.961,-0.522,-3.019,-1.266,-0.403,0.539,0.224,-0.117,0.792,0.313,-1.197,-0.525,-0.114,-0.707,-1.852,0.069,-1.429,-0.689,0.855,1.832,0.607,-0.365,0.101
-0.116,0.186,Hungary,-0.269,0.836,75.3,15.6,12.0,23394.0,-0.126,2.299,-0.484,-0.718,1.501,-0.646,-0.796,1.189,-0.267,0.344,0.997,-0.177,-0.57,-0.459,-2.129,0.347,0.178,-0.597,0.338,0.755,0.764,0.026,-0.376,-0.04,-0.852,0.165,-0.745,-1.399,-1.548,0.92,-0.91,0.369,-0.806,-0.711,0.649,-1.063,2.044,0.658,-1.404,-2.045,-0.906,-0.284,0.081,-2.521,-1.843,-1.587,-0.038,0.18,-1.776,0.737,0.791,-1.208,1.579,-0.748,-0.169,1.554,-1.484,-0.109,-0.572,-1.043,-2.43,-0.95,-1.447,1.741,0.819,-0.544,1.286,1.8,-0.663,0.345,-1.077,-1.475,2.178
-0.301,-0.662,Latvia,0.718,0.829,74.3,16.0,11.7,22589.0,0.056,-0.363,-0.32,0.895,-0.323,-0.799,1.076,0.708,-0.429,-0.049,0.281,-1.549,-1.821,-0.695,0.458,2.512,1.429,-2.39,0.891,0.199,-0.053,-0.304,1.351,-1.404,-0.759,-1.382,-0.105,-1.52,0.264,1.019,-0.244,0.124,-0.527,0.117,-0.584,1.022,-0.997,-0.395,-0.084,-0.579,-1.779,1.19,0.485,0.149,0.247,-0.207,0.57,-0.956,-0.981,0.619,-0.172,0.412,0.795,0.292,0.656,1.37,1.452,-0.116,-0.641,0.369,-0.366,-0.553,1.938,2.843,-0.547,0.826,0.121,-0.549,-0.582,-0.62,0.738,-0.165,-0.438
-1.479,0.852,Croatia,1.502,0.828,77.5,15.3,11.2,20291.0,1.094,-0.446,0.424,-0.295,-0.251,-0.483,0.021,0.351,0.589,0.033,1.759,-0.491,0.27,-1.154,-0.98,-1.84,-1.474,-0.412,0.004,0.473,-0.551,-0.081,1.293,-0.134,-0.979,-0.484,0.613,0.451,-0.04,-0.594,0.295,0.936,-1.322,0.236,2.452,-1.056,-1.059,1.593,2.254,1.056,-0.533,1.022,0.267,-0.214,0.887,0.624,-0.324,-0.591,-0.771,-0.629,-0.147,-1.113,2.006,0.289,1.806,0.734,-0.948,0.873,1.659,-0.383,-0.072,-0.772,-0.942,-0.279,-0.988,-1.863,-0.203,-0.852,-0.462,-0.589,0.275,-0.857,-0.9
-0.72,-0.793,Argentina,0.074,0.829,76.5,17.3,9.9,20945.0,-1.692,1.453,0.523,1.248,1.328,-0.953,1.901,1.07,-1.598,-0.758,0.372,-0.285,-1.912,-1.752,-1.153,-0.032,-0.586,0.913,0.619,-0.646,0.168,-3.17,1.664,0.519,-0.272,0.842,-0.025,1.007,0.745,-0.616,0.693,0.777,0.409,-0.939,1.984,-1.05,1.104,1.465,-0.202,0.788,-0.766,0.211,0.381,-0.977,-1.451,1.805,-2.198,1.245,1.434,2.914,2.349,0.433,1.237,-0.17,1.325,1.422,1.253,0.609,0.985,0.434,-0.884,0.653,-1.36,0.353,1.271,-0.535,0.431,0.296,0.706,-0.514,-1.584,0.492,0.418
-0.461,-0.115,Bahrain,1.629,0.824,76.7,14.5,9.4,37236.0,1.53,1.58,-0.574,-0.673,0.556,0.123,-0.061,-0.027,0.462,-0.23,0.389,-0.256,-0.069,-0.39,-1.687,0.641,0.329,0.538,1.638,-1.661,0.945,0.211,0.305,1.673,1.234,-1.051,-0.217,-1.571,0.094,-1.04,-2.028,0.03,0.667,-0.384,0.012,-0.91,-0.384,-0.892,-0.183,0.914,-0.079,-0.34,1.343,-1.701,-0.924,-1.198,1.269,-0.052,0.191,-1.277,0.95,-0.186,1.578,0.635,-0.972,0.053,-0.09,0.419,0.791,-0.043,0.143,-1.071,-0.213,0.097,0.328,-0.485,0.237,0.716,0.959,1.373,1.424,0.773,-0.675
1.057,0.505,Montenegro,-1.38,0.807,76.4,15.1,11.3,15410.0,-0.158,-0.523,-0.024,0.279,0.456,1.625,-0.708,-0.882,2.024,-0.924,-0.053,-0.241,-1.368,0.158,-1.794,0.123,1.253,0.428,0.381,0.503,0.501,-0.488,0.587,-0.589,-0.805,-2.532,0.058,1.082,-0.163,0.699,-0.886,-0.897,-1.35,-0.206,0.387,0.76,-0.063,0.07,-1.442,-0.987,-0.637,0.961,0.265,-0.735,1.213,-0.427,0.19,0.375,0.662,-1.083,-0.922,-0.479,0.879,-1.026,-1.943,0.628,1.176,-3.034,0.787,0.074,0.506,1.333,-0.961,-0.26,0.872,-1.636,0.767,0.912,-0.098,-1.269,0.159,-1.056,0.496
0.344,0.866,Russian Federation,-1.703,0.804,70.3,15.0,12.0,23286.0,-0.427,-0.42,2.142,-0.835,2.165,0.323,-1.514,-0.163,-1.363,0.89,1.224,-0.062,1.987,-0.097,-1.355,-0.113,-0.448,-0.28,0.312,-2.063,-0.878,1.593,1.414,-1.582,0.188,-0.227,-0.604,0.038,-0.871,1.449,-0.333,-0.653,-0.455,1.606,1.359,-0.617,0.483,-0.651,0.946,1.616,0.741,0.647,-0.649,-0.194,0.533,-0.389,-0.38,-0.115,-1.499,0.234,0.1,0.389,1.349,0.61,2.36,-0.681,1.135,0.3,0.46,-0.912,0.671,0.752,-0.052,-0.832,-0.166,1.495,0.538,-0.962,-0.081,-0.668,-0.396,-0.706,-0.833
-1.763,-1.2,Romania,-0.056,0.802,74.8,14.7,10.8,19428.0,-1.012,-0.282,1.728,2.145,-0.644,-0.252,-1.803,-0.745,0.19,1.035,1.096,0.479,0.911,-0.416,-0.709,-1.299,-0.692,-1.279,-1.519,-0.317,0.742,0.019,0.447,0.817,-0.657,-0.142,-0.343,1.092,0.072,-0.315,0.703,-0.55,-1.347,-2.081,-0.147,-1.348,1.084,-0.327,0.953,-0.965,-0.288,-0.684,0.884,0.666,-0.617,1.356,0.857,-1.183,1.194,2.117,-0.335,-0.269,1.994,0.475,2.269,0.292,0.43,-1.656,2.018,0.99,-2.356,0.021,0.688,-1.085,2.68,-1.359,0.718,0.435,0.464,-0.562,-0.378,0.757,-0.4
0.324,-0.335,Kuwait,0.384,0.801,74.5,13.3,7.3,76075.0,-1.655,-1.344,0.436,-1.188,0.928,-0.292,-1.584,-0.675,-0.662,-1.846,-0.626,0.875,0.106,-0.946,1.953,0.233,-1.969,0.515,-2.631,0.941,-0.638,-1.189,-0.501,-1.381,-0.26,0.136,-2.086,-0.07,0.738,-0.241,2.498,-0.315,-0.899,1.206,-0.657,-0.606,-0.333,2.002,0.789,0.213,0.15,-1.328,-1.366,0.189,1.202,-0.035,1.525,0.934,1.301,-0.836,-0.135,-1.089,0.217,0.378,0.188,1.33,0.509,0.646,0.044,-1.156,-1.314,0.0,0.995,-1.136,-0.605,-0.588,1.351,-0.686,0.568,-0.016,-2.015,-0.859,1.891
-0.385,-0.475,Oman,-0.033,0.795,77.0,13.7,8.1,34402.0,0.823,-0.919,0.038,0.31,0.057,-1.563,0.267,-0.145,0.426,-0.93,-1.319,-0.65,1.264,0.608,-0.526,-0.757,0.103,-0.834,0.388,0.192,0.217,-0.05,-0.449,-0.436,-1.51,0.729,0.974,-2.522,-1.143,1.467,-0.228,0.268,0.551,-0.937,0.874,-0.032,1.52,-0.308,-0.629,-0.01,0.158,-0.289,-1.081,1.608,1.207,-0.907,-2.802,0.503,-1.998,-0.266,-1.229,2.801,-1.572,-0.182,-1.27,-0.589,0.423,1.474,0.577,-1.109,-0.305,-0.557,0.815,0.405,1.744,0.908,0.884,-1.489,1.176,-0.271,0.593,-1.082,-0.406
-0.677,-0.653,Belarus,-2.067,0.797,71.5,15.7,12.0,15629.0,0.073,-1.004,0.12,0.634,0.269,0.883,0.509,-0.792,0.019,-1.497,-0.203,-1.203,-0.846,-1.317,0.178,-2.19,2.042,2.184,-0.095,1.948,-0.303,-1.046,0.239,-0.258,-0.221,0.638,0.299,-0.152,0.087,0.506,-1.407,0.715,-0.733,-1.372,0.078,-1.181,-2.136,0.36,-0.707,-0.174,0.195,1.515,0.336,-1.036,0.269,0.559,0.434,2.306,-0.705,1.077,-0.412,-0.487,-0.307,1.831,0.963,-0.861,-2.014,-0.926,-1.451,0.367,0.572,0.27,-0.306,-0.52,-0.061,0.646,-0.16,-0.929,-1.284,-1.491,0.262,-1.179,-0.799
0.612,1.765,Uruguay,-0.089,0.795,77.4,15.5,8.6,19148.0,-1.29,-0.768,0.614,0.414,1.528,-0.078,-1.581,-0.308,-0.641,-0.65,-0.8,-1.042,0.543,0.776,0.4,1.195,0.277,0.571,-0.515,1.025,-0.219,0.473,-1.291,-0.07,-0.194,0.259,-0.773,1.06,0.233,0.436,0.402,-0.051,-0.301,1.18,0.183,-1.152,0.76,0.541,-1.293,1.339,-0.024,1.146,0.516,0.881,-0.9,-0.405,-1.427,-1.016,0.496,-0.018,1.812,-2.218,0.39,0.493,-0.108,0.097,0.118,-0.262,-0.825,1.603,0.489,1.088,0.05,-2.578,-1.655,-1.108,-1.123,-0.751,0.02,-0.4,-0.194,0.352,1.171
1.031,0.405,Barbados,-1.304,0.795,75.8,15.3,10.5,14952.0,-1.295,-0.035,-1.023,-0.185,0.508,-0.18,0.895,-1.894,0.488,-0.083,-0.064,-0.487,0.2,-1.002,0.131,0.958,-0.022,-0.581,0.244,-0.654,0.766,0.291,-0.143,0.689,0.54,1.196,1.899,-0.894,-0.718,-1.191,1.321,0.016,-1.627,0.732,-0.834,2.111,-0.84,-1.001,0.084,-0.705,0.511,-1.112,-1.245,0.047,-0.413,-1.224,0.499,0.823,0.644,-0.335,0.579,-0.842,0.075,-0.968,-0.113,-0.227,-1.116,-0.599,-1.201,-0.353,0.472,-0.703,0.408,0.445,0.483,0.682,1.668,0.522,-1.068,-0.1,1.278,0.309,-1.051
0.931,-1.261,Kazakhstan,0.67,0.795,69.6,15.0,11.7,22093.0,-0.336,0.234,-0.257,-0.13,0.538,3.193,-0.483,0.213,1.804,-1.45,1.237,-0.352,0.264,-0.752,-0.077,0.052,0.322,-0.611,-0.06,0.027,-1.04,0.958,1.097,-0.684,0.223,-1.519,0.087,-0.388,-0.588,0.679,0.108,0.143,0.187,1.255,-1.718,-0.861,1.372,-0.855,-1.08,-1.35,-0.796,-1.168,-0.383,0.695,0.286,-0.893,0.128,-1.312,-0.678,0.566,-2.491,-1.267,-1.247,0.248,0.894,0.649,0.171,1.235,1.274,0.701,-0.383,-1.533,-1.758,-0.038,0.315,0.29,-0.238,1.152,-0.051,-0.628,-1.384,-0.684,-0.693
-0.839,0.918,Bulgaria,0.367,0.793,,,,,1.669,1.551,-1.669,0.044,1.073,0.299,0.147,0.001,-0.191,-0.922,-0.457,-0.77,1.272,-1.467,-1.195,0.229,-0.011,-0.093,1.128,-0.047,1.945,-0.791,-2.191,-0.274,-1.198,0.505,-1.036,-0.176,0.231,-0.929,-0.907,-0.516,-0.044,0.801,0.236,-0.323,0.142,-1.206,-1.177,0.02,1.399,1.275,-0.606,-0.437,-0.189,1.734,0.636,0.157,-0.305,0.273,1.217,0.826,-1.631,0.752,0.334,-0.453,-1.143,0.095,-2.553,1.073,-0.328,0.703,0.571,1.347,-1.051,2.333,-0.473,-1.473,-0.226,0.687,-0.597,0.005,0.577
-0.309,2.122,Bahamas,-0.94,0.792,75.6,12.7,10.9,21565.0,-0.26,-0.998,0.399,-0.147,-0.365,-0.752,1.612,-0.817,0.72,-1.004,-0.043,-1.296,0.732,-0.501,1.451,1.074,-0.813,-0.24,0.086,-1.582,-1.821,0.034,1.534,-0.014,1.084,0.627,0.857,-2.9,-1.133,-1.134,0.958,-0.925,-0.729,2.06,0.905,-0.367,-0.673,-0.886,-0.424,-0.4,-0.237,-1.136,-0.487,1.072,0.939,0.384,-0.499,0.977,-0.597,1.03,1.09,0.322,-0.741,-0.588,-1.186,1.718,-1.185,1.728,-0.402,0.815,-0.728,0.324,-1.457,0.373,-0.922,0.404,-1.737,0.352,-0.047,0.919,-0.85,1.527,0.938
0.331,1.032,Malaysia,-0.514,0.79,74.9,13.1,10.1,24620.0,-1.503,0.984,0.647,0.964,-0.839,-0.426,0.897,0.659,-1.293,0.207,0.058,-0.456,0.289,0.975,1.807,0.224,0.823,1.117,-0.747,-0.94,-0.598,-1.365,1.122,0.15,0.21,-1.24,0.398,1.671,0.35,-0.347,0.664,-1.755,-0.189,0.559,-0.226,-0.421,0.663,-2.85,-0.489,3.377,-1.312,0.509,0.944,0.295,-1.53,0.108,-1.873,-2.072,0.11,1.291,-0.359,0.399,0.808,1.089,-0.325,-1.29,1.605,0.414,-2.994,-0.311,0.768,-1.12,2.04,-1.479,-0.025,-0.141,0.338,-1.177,-0.8,-0.078,-0.279,-0.974,1.22
0.976,-1.519,Palau,-1.059,0.788,72.9,14.3,12.3,13771.0,-0.246,-0.214,-0.483,2.211,-1.045,1.148,-0.269,0.938,-0.956,0.069,0.848,0.181,-1.655,0.516,-1.683,0.904,0.226,0.186,0.99,-0.561,0.37,0.701,-0.46,0.098,0.198,-1.503,0.395,-0.901,-0.895,-0.586,-1.026,-0.695,0.18,-0.156,1.436,0.621,0.893,0.545,-0.538,0.677,0.188,-0.616,0.707,-0.679,-1.494,-0.25,-0.45,-0.205,1.197,0.307,0.717,-0.37,1.58,0.382,0.661,1.254,1.069,0.242,-0.831,-1.091,-0.92,-0.733,-0.405,-2.23,0.35,-0.857,0.149,0.629,-1.487,0.231,0.067,-1.952,-0.747
-0.479,-0.484,Panama,-0.063,0.788,77.8,13.0,9.9,19470.0,-0.273,-0.049,1.574,-0.557,-1.966,0.113,-0.891,-1.608,0.472,-0.722,-2.247,0.595,-0.96,0.978,-1.024,-0.297,0.018,-0.732,-0.217,-2.036,0.584,0.519,0.543,0.436,-0.009,-0.746,-0.426,0.506,1.063,-0.222,0.381,0.473,-0.815,0.343,-0.704,0.948,0.642,2.054,0.466,-0.409,-0.851,1.617,-0.019,-0.012,0.181,0.292,0.407,-0.563,-0.771,0.292,-0.859,-0.279,0.917,-2.342,0.51,-0.765,-0.004,0.068,-0.491,-2.208,0.85,-0.859,-0.185,-0.719,-2.471,-0.744,-1.515,-0.623,-2.094,-2.161,0.43,0.455,0.596
-0.186,1.267,Antigua and Barbuda,0.955,0.785,76.2,13.9,9.2,20907.0,-2.697,0.675,-1.226,-1.37,2.056,-1.438,-2.152,-0.763,1.484,0.177,-0.607,-0.557,-0.123,0.522,-0.28,1.312,-0.975,1.89,0.527,0.047,-0.1,0.496,0.003,0.844,-0.518,-0.662,0.45,-0.087,2.338,-1.441,0.997,-0.703,-1.476,1.243,-1.055,-0.306,-1.03,0.148,0.079,-1.056,0.665,-0.77,-0.546,-0.24,-0.492,0.28,1.015,-0.702,1.001,0.214,-0.47,-0.371,1.057,0.3,0.262,-1.796,0.185,0.818,1.385,-0.263,0.208,-0.725,-0.77,-0.625,1.053,-0.826,0.453,-1.051,-0.131,-0.421,-0.347,-0.11,-0.466
-1.106,-0.708,Seychelles,-0.986,0.782,73.3,14.1,9.4,23886.0,-0.054,-1.123,-1.464,-0.088,-1.103,0.919,-0.719,-0.769,0.356,-0.547,0.211,-0.413,0.093,-1.104,-0.965,0.321,1.304,0.049,-0.477,-0.249,-0.057,0.002,1.23,0.393,0.218,0.753,-0.262,1.258,-0.861,0.959,1.182,-0.238,1.806,-0.779,-0.067,-1.236,-0.484,-1.416,-0.288,-1.88,2.21,1.143,-1.35,0.489,-0.627,0.292,-1.172,0.385,-0.782,0.489,1.499,-0.081,-0.081,-0.406,0.933,0.238,-0.248,-1.738,0.397,1.178,-0.045,-0.324,-0.63,0.943,-0.494,1.371,-0.498,0.8,-0.431,1.005,-0.877,-0.71,-0.606
-1.196,0.444,Mauritius,0.504,0.782,74.6,15.2,9.1,17948.0,-0.231,0.382,0.224,2.58,-0.221,-0.668,-0.211,-0.94,-0.313,-0.272,1.2,-0.927,-1.13,-0.331,0.506,0.194,0.665,0.769,-0.65,-1.673,0.411,0.415,0.983,0.454,0.476,-0.615,0.556,0.406,0.534,1.128,-0.066,0.466,-0.633,-0.652,-0.083,1.274,-0.004,-0.643,0.183,-1.025,-0.787,0.185,1.42,-1.18,-1.768,0.115,1.027,1.121,-0.848,0.055,-0.272,0.835,-1.742,0.537,-0.362,-0.255,0.57,0.085,-0.833,-1.124,-0.657,-0.267,2.274,-0.009,-1.332,0.018,2.69,-0.587,-0.676,-0.423,1.686,0.652,1.203
0.813,0.775,Trinidad and Tobago,-0.53,0.78,70.5,12.7,10.9,28049.0,0.696,0.166,1.047,-0.804,-0.277,1.873,-0.987,0.829,-0.001,1.673,-0.492,-0.031,2.412,-0.78,-0.728,-1.27,-0.553,-0.608,0.084,0.404,-0.231,1.604,-1.4,-1.582,-1.747,-0.856,-1.905,-0.235,-0.727,-1.947,-0.358,0.521,-0.097,-0.309,0.77,-0.095,-0.041,-0.459,-0.992,0.115,0.332,0.252,0.592,-0.029,0.02,0.869,-0.648,-0.133,0.819,-0.001,-1.87,0.336,-0.455,0.944,0.179,-1.11,-0.676,-0.07,1.066,0.7,-1.356,-0.651,0.94,1.134,0.941,0.565,-0.569,-0.316,1.323,-0.737,2.412,0.839,-0.55
1.356,-0.927,Serbia,-0.793,0.776,75.0,14.4,10.8,12202.0,1.849,0.492,1.684,1.639,0.307,1.08,-0.131,-0.194,-1.25,1.34,-1.877,-0.848,1.516,1.331,2.165,0.287,1.002,0.363,0.013,0.716,1.393,-0.285,0.587,0.05,-0.539,-0.612,-0.434,-0.894,1.041,0.978,1.227,-1.08,1.011,-2.105,-0.775,1.73,0.75,-1.018,0.105,1.427,-1.756,-1.97,-0.707,0.395,-0.053,0.023,0.362,0.205,0.922,1.197,-0.063,0.5,-0.259,0.195,-3.376,-1.681,0.994,0.725,0.018,-0.95,-0.648,-0.758,-1.549,-1.325,-0.024,1.514,-0.435,-2.22,-0.859,2.278,0.143,-2.208,0.278
-0.072,-0.06,Costa Rica,-0.107,0.777,79.6,14.2,8.7,14006.0,1.127,0.289,-0.459,1.678,0.816,-0.447,0.077,-0.265,0.605,-1.3,0.62,0.573,0.602,-1.197,1.191,-0.832,-0.498,0.311,0.48,0.227,0.839,0.139,-0.206,0.48,-0.255,1.119,1.722,0.798,-1.265,-0.811,-1.21,0.997,3.529,0.138,1.368,-2.246,-2.015,0.86,0.151,1.122,0.454,-2.203,0.72,0.033,0.653,-0.978,-0.51,0.114,0.851,1.516,-0.079,0.5,-0.497,1.665,-0.45,-0.008,-0.253,-0.188,0.038,0.106,-0.33,-0.229,1.504,0.965,1.216,-2.358,-0.875,0.947,1.417,1.819,-0.757,-0.653,0.156
1.004,-3.241,Cuba,-1.035,0.775,79.6,13.9,11.8,7455.0,-0.269,2.455,1.079,-0.554,0.86,1.281,-0.225,-2.004,0.882,0.83,-0.635,-1.786,0.072,0.894,0.213,-0.638,-0.782,-1.89,-0.269,-0.324,0.873,-1.086,0.083,0.729,0.256,0.013,-0.767,-1.873,0.481,0.857,0.439,1.127,-1.244,-1.886,1.967,0.195,0.334,0.81,-1.503,0.229,-0.886,-0.221,-0.07,1.347,0.069,-0.612,0.182,0.002,-1.316,-1.508,1.198,0.884,0.055,-0.179,0.764,0.976,-0.42,-1.039,-1.203,0.708,-2.369,0.168,1.193,0.721,0.438,1.279,1.278,0.821,1.624,0.468,1.475,2.318,-1.071
0.362,-1.024,Iran (Islamic Republic of),-0.554,0.774,75.6,14.8,8.8,16395.0,-1.107,-0.638,-0.039,0.569,-0.583,0.068,-0.65,0.635,-0.452,0.811,-1.19,-0.36,-0.212,0.893,1.027,-0.815,-0.76,2.015,-1.836,0.591,-0.966,-0.868,-0.728,-0.692,1.193,-0.179,-0.604,0.646,-0.873,-0.068,-1.37,-1.13,0.45,0.053,-0.039,1.919,-0.29,-1.155,0.996,-0.323,-0.625,0.247,-0.287,0.774,-0.133,-1.979,0.892,-1.089,-0.466,0.01,0.014,0.288,0.441,0.625,-0.39,0.585,0.022,0.007,-0.99,-0.659,-0.197,-0.316,-0.281,-2.018,-0.002,0.055,-0.373,0.005,-1.951,1.139,-1.447,0.583,0.966
-0.645,-0.253,Georgia,-1.198,0.769,75.0,13.9,12.2,8856.0,2.573,-0.531,-0.173,1.628,-0.167,0.853,0.169,-1.239,-0.47,-1.148,-0.624,0.301,-0.952,1.83,1.106,-1.066,-1.771,1.291,-0.433,0.68,-0.079,0.098,1.748,-0.659,-0.772,-0.11,-0.448,-1.099,-0.207,0.029,1.065,-0.824,-0.708,0.865,1.25,-0.353,-0.839,0.725,-0.881,0.269,-1.101,-1.125,0.435,-0.007,1.177,2.027,-1.227,1.108,0.823,-0.689,-0.422,0.359,0.853,0.805,-0.466,0.057,-0.591,-1.083,-0.825,0.17,0.924,1.159,0.307,1.323,-0.153,0.435,-0.725,-1.528,0.092,-2.226,-0.335,0.676,0.56
0.361,-1.248,Venezuela (Bolivarian Republic of),1.965,0.767,74.4,14.3,9.4,15129.0,0.059,-0.623,0.884,-0.379,0.283,0.485,0.442,0.06,0.266,0.819,-0.185,0.184,0.077,-0.41,-0.564,2.125,0.472,-0.397,0.794,0.307,-0.3,1.104,1.04,-0.574,-0.498,1.292,-1.215,1.252,-1.031,-0.185,-0.258,1.191,-0.539,-0.477,-1.056,-0.225,-0.742,1.527,0.09,-0.519,0.732,-1.089,-0.741,0.217,-1.312,0.863,-0.68,0.295,0.042,-0.311,1.045,1.189,-0.278,-0.097,-1.041,0.479,0.329,-1.925,0.046,-0.415,0.567,0.508,-0.015,0.093,0.483,-0.828,0.707,1.209,-0.4,-0.788,-0.696,1.173,-1.986
1.538,1.632,Turkey,0.035,0.767,75.5,14.6,7.9,18705.0,0.014,-0.555,0.652,-0.204,-0.249,-0.846,-1.09,0.277,-0.437,1.538,-0.605,2.693,0.258,0.712,-0.816,1.331,-1.831,-1.102,-0.297,-0.825,-1.006,-0.256,-0.74,0.536,-0.513,-0.749,-2.208,0.161,0.822,1.212,1.269,-0.147,-0.72,1.677,1.075,0.296,-0.215,1.903,1.164,1.718,1.007,0.561,-0.344,0.296,0.536,-0.83,0.185,0.395,-1.074,0.403,0.121,-0.665,-1.904,0.779,1.003,-0.027,-0.537,0.727,0.078,0.705,-0.496,-1.591,1.973,0.392,-0.414,-0.755,-1.38,-0.666,-2.912,-0.47,-1.16,0.017,0.277
